,id,name,viewCount,encryptedVideoId,artists,isVisible,atvExternalVideoId,thumbnail_thumbnails,chartEntryMetadata_currentPosition,chartEntryMetadata_previousPosition,chartEntryMetadata_percentViewsChange,chartEntryMetadata_periodsOnChart,releaseDate_year,releaseDate_month,releaseDate_day,data_inicio
46,Y:PC3DC7b8wyY,Mulher Maravilha,3974476,Fzmvv8fSyQs,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,6-csKseVMWk,"[{'url': 'https://i.ytimg.com/vi/Fzmvv8fSyQs/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Fzmvv8fSyQs/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Fzmvv8fSyQs/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Fzmvv8fSyQs/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Fzmvv8fSyQs/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",47,,0.2508158,25,2018.0,7.0,13.0,2019-01-11
47,Y:HMOApugPRpM,Na Hora de Amar,3843078,Uo7U7ruedic,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,na-nmo5maYE,"[{'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Uo7U7ruedic/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",48,48.0,0.06683297,3,2018.0,10.0,26.0,2019-01-11
48,Y:T0B6-hLwbHk,Deus de Promessas (feat. Simone),3767691,meiqsELWxNs,"[{'kgMid': '/m/0dntv_d', 'name': 'Davi Sacer'}]",True,PV-mNF4AAfE,"[{'url': 'https://i.ytimg.com/vi/meiqsELWxNs/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/meiqsELWxNs/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/meiqsELWxNs/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/meiqsELWxNs/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/meiqsELWxNs/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",49,54.0,0.23280814,14,2018.0,10.0,4.0,2019-01-11
49,Y:fS3mNef3wrk,Confia Na Tua Amiguinha,3735799,bp65FRuWYGw,"[{'kgMid': '/g/11g9l_xksy', 'name': 'MC Don Juan'}]",True,quiyCi9wPaQ,"[{'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/bp65FRuWYGw/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",50,43.0,-0.042208422,6,2018.0,11.0,29.0,2019-01-11
50,Y:HYQNxE5Ler8,DERRETER A ALIANÇA,3620366,r8sBbmkTjQ0,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,Po6EwlHXRLQ,"[{'url': 'https://i.ytimg.com/vi/r8sBbmkTjQ0/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/r8sBbmkTjQ0/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/r8sBbmkTjQ0/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/r8sBbmkTjQ0/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/r8sBbmkTjQ0/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",51,,0.4013367,24,2018.0,5.0,18.0,2019-01-11
51,Y:zXyPjjjE78c,Pra você acreditar,3564298,uLcJIqdFpFM,"[{'kgMid': '/g/11f4v4x7mq', 'name': 'Ferrugem'}]",True,X64vNtPIm7Q,"[{'url': 'https://i.ytimg.com/vi/uLcJIqdFpFM/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/uLcJIqdFpFM/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/uLcJIqdFpFM/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/uLcJIqdFpFM/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/uLcJIqdFpFM/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",52,,0.25991803,21,2018.0,3.0,16.0,2019-01-11
52,Y:i0DeJ3jlIBk,Partiu Guarujá (feat. Mitico DJ),3563393,4rUp3aUCFuc,"[{'kgMid': '/g/11b7_v3lwg', 'name': 'Mc Dede'}, {'name': 'MC Menor MR'}]",True,alfzWOfUCdk,"[{'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/4rUp3aUCFuc/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",53,53.0,0.13315251,3,2018.0,12.0,28.0,2019-01-11
53,Y:h1014P7S-OA,BYE BYE,3399129,tnfbhjbbmu4,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,n2so6kU2E5o,"[{'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/tnfbhjbbmu4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",54,50.0,-0.03301864,14,2018.0,10.0,11.0,2019-01-11
54,Y:wXDO-Kut5qs,Deus e Eu,3387513,yovzEEYOl-E,"[{'kgMid': '/g/11bvt5dbv2', 'name': 'Leandro Borges'}]",True,lPXx27RAxPE,"[{'url': 'https://i.ytimg.com/vi/yovzEEYOl-E/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/yovzEEYOl-E/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/yovzEEYOl-E/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/yovzEEYOl-E/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/yovzEEYOl-E/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",55,69.0,0.37508586,24,2018.0,3.0,15.0,2019-01-11
55,Y:jJmIo7pCopg,Lençol Dobrado,3378542,-CbZj9I5wlA,"[{'name': 'ANALAGA'}, {'kgMid': '/g/11cn9rtzrb', 'name': 'João Gustavo & Murilo'}]",True,w2qeKaiKeao,"[{'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/-CbZj9I5wlA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",56,51.0,-0.018197056,8,2018.0,6.0,8.0,2019-01-11
56,Y:tgwuHK-uyog,CASA DA MÃE JOANA (feat. Henrique & Juliano),3377699,hdjERtU7lMk,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,EkhxIkUTyKM,"[{'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/hdjERtU7lMk/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",57,66.0,0.33680362,18,2018.0,9.0,14.0,2019-01-11
57,Y:KE_u9V3P2F4,Areia Branquinha,3280525,fZY8DsJyVEk,"[{'kgMid': '/g/11bv0tdh2n', 'name': 'MC PP da VS'}]",True,MgWIYUzOnhg,"[{'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/fZY8DsJyVEk/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",58,46.0,-0.106057726,7,2018.0,11.0,2.0,2019-01-11
58,Y:2F5Y4Zbf1X4,Vamos pra Gaiola (feat. FP do Trem Bala),3266891,0R6zBcV9JiY,[{'name': 'MC Kevin o Chris'}],True,w7nfGddPImA,"[{'url': 'https://i.ytimg.com/vi/0R6zBcV9JiY/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/0R6zBcV9JiY/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/0R6zBcV9JiY/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/0R6zBcV9JiY/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/0R6zBcV9JiY/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",59,59.0,0.12310609,2,2018.0,12.0,13.0,2019-01-11
59,Y:MHqHWn_7btU,Vou Falar pra Tu,3208882,M5cXtRgZ3a8,[{'name': 'Jerry Smith'}],True,nrC9_QafoVw,"[{'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/M5cXtRgZ3a8/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",60,61.0,0.19101079,11,2018.0,8.0,3.0,2019-01-11
60,Y:ms3RS0Jlet4,Coisa Boa,3129757,2T9b47ZtwQU,"[{'kgMid': '/g/11g7ks3ysy', 'name': 'Gloria Groove'}]",True,4-T073l9QuY,"[{'url': 'https://i.ytimg.com/vi/2T9b47ZtwQU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/2T9b47ZtwQU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/2T9b47ZtwQU/hqdefault.jpg', 'width': 480, 'height': 360}]",61,,,1,2019.0,1.0,10.0,2019-01-11
61,Y:9bxZYd3uHpI,A Vitória Chegou,3068997,bjVvUDXqU74,"[{'kgMid': '/g/11gfj5bltt', 'name': 'Aurelina Dourado'}, {'kgMid': '/g/11fd7222l9', 'name': 'Luanna Dourado'}]",True,RrETuIC5qyA,"[{'url': 'https://i.ytimg.com/vi/bjVvUDXqU74/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/bjVvUDXqU74/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/bjVvUDXqU74/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/bjVvUDXqU74/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/bjVvUDXqU74/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",62,,0.29955518,22,2014.0,5.0,6.0,2019-01-11
62,Y:AMZ8-HGMCVQ,Casal Bonnie e Clyde,3060292,74UBSFiYyYA,"[{'kgMid': '/g/11f122x7gd', 'name': 'MC Magal'}]",True,ZEBqyP87CL0,"[{'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/74UBSFiYyYA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",63,64.0,0.18193541,3,2018.0,8.0,29.0,2019-01-11
63,Y:Yc8NF3F8LOU,A Entrega,2997792,Kop-yS5f72M,"[{'kgMid': '/g/11gn259b0w', 'name': 'Mc Alê'}, {'kgMid': '/g/11b7_snwcl', 'name': 'MC Rodolfinho'}]",True,,"[{'url': 'https://i.ytimg.com/vi/Kop-yS5f72M/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Kop-yS5f72M/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Kop-yS5f72M/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Kop-yS5f72M/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Kop-yS5f72M/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",64,55.0,-0.0136009455,9,2018.0,11.0,16.0,2019-01-11
64,Y:_qP10Ka0BXc,Chovendo Inimigo,2884630,6xIpNmaid8M,"[{'kgMid': '/g/12lqjt13t', 'name': 'Hungria Hip-Hop'}]",True,68rwavU-whQ,"[{'url': 'https://i.ytimg.com/vi/6xIpNmaid8M/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/6xIpNmaid8M/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/6xIpNmaid8M/hqdefault.jpg', 'width': 480, 'height': 360}]",65,56.0,-0.044366937,7,2018.0,11.0,30.0,2019-01-11
65,Y:5S93gDIpnrU,Rabetão no Chão,2855762,WShaSHBLXG4,"[{'kgMid': '/g/11c2nn_kzf', 'name': 'Mc Th'}, {'name': 'MC Menininho'}, {'kgMid': '/g/11g1yzvgvg', 'name': 'DJ Victor Falcão'}]",True,_4IPznWpOGM,"[{'url': 'https://i.ytimg.com/vi/WShaSHBLXG4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/WShaSHBLXG4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/WShaSHBLXG4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/WShaSHBLXG4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/WShaSHBLXG4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",66,57.0,-0.037234098,16,2018.0,8.0,20.0,2019-01-11
66,Y:cXltU1LNy6A,Meio Caminho Andado (Ao Vivo),2855069,lkspQll5GWo,"[{'kgMid': '/g/11g0mh8knm', 'name': 'Enzo Rabelo'}]",True,,"[{'url': 'https://i.ytimg.com/vi/lkspQll5GWo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/lkspQll5GWo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/lkspQll5GWo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/lkspQll5GWo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/lkspQll5GWo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",67,,0.2951583,22,2018.0,6.0,8.0,2019-01-11
67,Y:2bVWiSHfQbo,Roda Gigante,2839946,Pt6DGd9VG-U,"[{'kgMid': '/g/11b7_snwcl', 'name': 'MC Rodolfinho'}]",True,XDOvt6zB6WQ,"[{'url': 'https://i.ytimg.com/vi/Pt6DGd9VG-U/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Pt6DGd9VG-U/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Pt6DGd9VG-U/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Pt6DGd9VG-U/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Pt6DGd9VG-U/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",68,58.0,-0.040205996,9,2018.0,10.0,26.0,2019-01-11
68,Y:hqfWehl63gc,Veneno,2707309,LoYYtYjB3h4,"[{'kgMid': '/g/11f10lszn1', 'name': 'Anitta'}]",True,-PLXwKIkZz8,"[{'url': 'https://i.ytimg.com/vi/LoYYtYjB3h4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/LoYYtYjB3h4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/LoYYtYjB3h4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/LoYYtYjB3h4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/LoYYtYjB3h4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",69,63.0,0.02840927,9,2018.0,11.0,8.0,2019-01-11
69,Y:5f1wacUTmF8,Provocar (feat. Gloria Groove),2627915,ot671xup5No,"[{'kgMid': '/g/11byhkk3nl', 'name': 'Lexa'}]",True,wZYETPO-joE,"[{'url': 'https://i.ytimg.com/vi/ot671xup5No/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/ot671xup5No/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/ot671xup5No/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/ot671xup5No/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/ot671xup5No/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",70,74.0,0.15950812,8,2018.0,11.0,21.0,2019-01-11
70,Y:AwmrQLhO2pc,Mil Vezes Cantarei,2604895,qjD3r5R9ISo,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,pyaRy5NAOQ8,"[{'url': 'https://i.ytimg.com/vi/qjD3r5R9ISo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/qjD3r5R9ISo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/qjD3r5R9ISo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/qjD3r5R9ISo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/qjD3r5R9ISo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",71,67.0,0.04793753,5,2018.0,10.0,26.0,2019-01-11
71,Y:6Vluz5gZKWc,Olha Ela Aí,2580294,bDe_M-eac8I,"[{'kgMid': '/m/01sz99q', 'name': 'Eduardo Costa'}]",True,14UF0k4qbCY,"[{'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/bDe_M-eac8I/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",72,81.0,0.33953708,9,2018.0,5.0,15.0,2019-01-11
72,Y:zGCbQoCcA1s,Pirata e tesouro,2544777,l205wwjGzz8,"[{'kgMid': '/g/11f4v4x7mq', 'name': 'Ferrugem'}]",True,RgJOC-Wqs2U,"[{'url': 'https://i.ytimg.com/vi/l205wwjGzz8/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/l205wwjGzz8/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/l205wwjGzz8/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/l205wwjGzz8/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/l205wwjGzz8/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",73,,0.13905218,32,2017.0,12.0,15.0,2019-01-11
73,Y:nwIUI46Py1Q,Sinto sua falta,2530837,TAoMWdTYqRE,"[{'kgMid': '/g/11f4v4x7mq', 'name': 'Ferrugem'}]",True,2wi1P5AW8JA,"[{'url': 'https://i.ytimg.com/vi/TAoMWdTYqRE/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/TAoMWdTYqRE/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/TAoMWdTYqRE/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/TAoMWdTYqRE/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/TAoMWdTYqRE/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",74,,0.14804158,24,2018.0,3.0,16.0,2019-01-11
74,Y:aTRPGEc2S3Y,Boa Menina,2511200,oGn9wIG2FDU,"[{'kgMid': '/g/11fy_qdm4z', 'name': 'Luísa Sonza'}]",True,pjiwETjDfp8,"[{'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",75,70.0,0.052890208,12,2018.0,10.0,29.0,2019-01-11
75,Y:WMgx7zhKzt8,Taki Taki,2497055,ixkoVwKQaJg,"[{'kgMid': '/m/01w65jh', 'name': 'DJ Snake'}]",True,MhzjE9hZhrE,"[{'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",76,60.0,-0.11905512,14,2018.0,9.0,28.0,2019-01-11
76,Y:vssm0JZSP1E,Ausência,2474929,wje4zcGgSqA,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,xVzYjwoRq5I,"[{'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",77,,0.41538554,33,2018.0,2.0,23.0,2019-01-11
77,Y:u8EXUyruTNU,Dá Uma Chance,2474875,LD0ZSIupa5I,[{'name': 'Ruanzinho'}],True,m6Jr2MUOSKE,"[{'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",78,65.0,-0.038463406,8,2018.0,10.0,11.0,2019-01-11
78,Y:AFjQl6-puAI,Sofazinho Live (feat. Jorge & Mateus),2355508,zFjqdEplaHc,"[{'kgMid': '/m/0gh91m8', 'name': 'Luan Santana'}]",True,KRCXyWtP02s,"[{'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",79,76.0,0.10468671,18,2018.0,9.0,4.0,2019-01-11
